listing_id,title,make,model,year,engine_cc,price_pkr,price_display,mileage_km,fuel_type,transmission,location,hero_image,image_db,listing_url,updated_at,scraped_at
11393160,Toyota Corolla  2016 GLi Automatic 1.3 VVTi,Toyota,Corolla   GLi Automatic 1.3 VVTi,2016,1300cc,3990000,PKR 39.9lacs,105000,Petrol,Automatic,Lahore,https://cache2.pakwheels.com/ad_pictures/1421/toyota-corolla-gli-vvti-automatic-2016-142182332.jpg,"['https://cache2.pakwheels.com/ad_pictures/1421/toyota-corolla-gli-vvti-automatic-2016-142182332.jpg', 'https://cache2.pakwheels.com/ad_pictures/1421/toyota-corolla-gli-vvti-automatic-2016-142182336.jpg', 'https://cache2.pakwheels.com/ad_pictures/1421/toyota-corolla-gli-vvti-automatic-2016-142182331.jpg', 'https://cache4.pakwheels.com/ad_pictures/1421/toyota-corolla-gli-vvti-automatic-2016-142182335.jpg', 'https://cache3.pakwheels.com/ad_pictures/1421/toyota-corolla-gli-vvti-automatic-2016-142182333.jpg']",https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-11393160,Updated 1 minute ago,2026-05-08T15:03:11.265024
11459821,Honda City 5th (GM2) Generation 2020 1.3 i-VTEC,Honda,City 5th (GM2) Generation  1.3 i-VTEC,2020,1300cc,4075000,PKR 40.75lacs,70000,Petrol,Manual,Hasilpur,https://cache2.pakwheels.com/ad_pictures/1432/honda-city-i-vtec-2-2020-143205551.jpg,"['https://cache2.pakwheels.com/ad_pictures/1432/honda-city-i-vtec-2-2020-143205551.jpg', 'https://cache4.pakwheels.com/ad_pictures/1432/honda-city-i-vtec-2-2020-143205552.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/honda-city-i-vtec-2-2020-143205553.jpg']",https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-hasilpur-11459821,Updated 1 minute ago,2026-05-08T15:03:11.265861
11435205,Toyota Yaris Sedan  2020 ATIV X CVT 1.5,Toyota,Yaris Sedan   ATIV X CVT 1.5,2020,1500cc,4165000,PKR 41.65lacs,135000,Petrol,Automatic,Lahore,https://cache4.pakwheels.com/ad_pictures/1428/toyota-yaris-ativ-x-cvt-1-5-2020-142816463.jpg,"['https://cache4.pakwheels.com/ad_pictures/1428/toyota-yaris-ativ-x-cvt-1-5-2020-142816463.jpg', 'https://cache4.pakwheels.com/ad_pictures/1428/toyota-yaris-ativ-x-cvt-1-5-2020-142816465.jpg', 'https://cache2.pakwheels.com/ad_pictures/1428/toyota-yaris-ativ-x-cvt-1-5-2020-142816467.jpg', 'https://cache2.pakwheels.com/ad_pictures/1428/toyota-yaris-ativ-x-cvt-1-5-2020-142816476.jpg', 'https://cache2.pakwheels.com/ad_pictures/1428/toyota-yaris-ativ-x-cvt-1-5-2020-142816466.jpg']",https://www.pakwheels.com/used-cars/toyota-yaris-sedan-2020-for-sale-in-lahore-11435205,Updated 2 minutes ago,2026-05-08T15:03:11.266745
10787403,Toyota Roomy  2022,Toyota,Roomy,2022,1000cc,3650000,PKR 36.5lacs,18383,Petrol,Automatic,Karachi,https://cache4.pakwheels.com/ad_pictures/1328/toyota-roomy-2022-132886893.jpg,"['https://cache4.pakwheels.com/ad_pictures/1328/toyota-roomy-2022-132886893.jpg', 'https://cache3.pakwheels.com/ad_pictures/1328/toyota-roomy-2022-132886889.jpg', 'https://cache3.pakwheels.com/ad_pictures/1328/toyota-roomy-2022-132886894.jpg', 'https://cache4.pakwheels.com/ad_pictures/1328/toyota-roomy-2022-132886930.jpg', 'https://cache1.pakwheels.com/ad_pictures/1328/toyota-roomy-2022-132886892.jpg']",https://www.pakwheels.com/used-cars/toyota-roomy-2022-for-sale-in-karachi-10787403,Updated 2 minutes ago,2026-05-08T15:03:11.267685
11451854,Suzuki Cultus  2015 VXRi,Suzuki,Cultus   VXRi,2015,1000cc,1980000,PKR 19.8lacs,76000,Petrol,Manual,Charsadda,https://cache3.pakwheels.com/ad_pictures/1430/suzuki-cultus-vxri-2-2015-143082452.jpg,"['https://cache3.pakwheels.com/ad_pictures/1430/suzuki-cultus-vxri-2-2015-143082452.jpg', 'https://cache2.pakwheels.com/ad_pictures/1430/suzuki-cultus-vxri-2-2015-143082448.jpg', 'https://cache4.pakwheels.com/ad_pictures/1430/suzuki-cultus-vxri-2-2015-143082449.jpg', 'https://cache1.pakwheels.com/ad_pictures/1430/suzuki-cultus-vxri-2-2015-143082443.jpg', 'https://cache3.pakwheels.com/ad_pictures/1430/suzuki-cultus-vxri-2-2015-143082455.jpg']",https://www.pakwheels.com/used-cars/suzuki-cultus-2015-for-sale-in-charsadda-11451854,Updated 2 minutes ago,2026-05-08T15:03:11.268741
11459808,Honda Civic Rebirth 2014 VTi Oriel Prosmatec 1.8 i-VTEC,Honda,Civic Rebirth  VTi Oriel Prosmatec 1.8 i-VTEC,2014,1800cc,2595000,PKR 25.95lacs,150000,Petrol,Automatic,Lahore,https://cache1.pakwheels.com/ad_pictures/1432/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-143205038.jpg,"['https://cache1.pakwheels.com/ad_pictures/1432/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-143205038.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-143205043.jpg', 'https://cache4.pakwheels.com/ad_pictures/1432/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-143205049.jpg', 'https://cache4.pakwheels.com/ad_pictures/1432/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-143205027.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-143205048.jpg']",https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-lahore-11459808,Updated 2 minutes ago,2026-05-08T15:03:11.270175
11357079,Toyota Corolla  2017 Altis Automatic 1.6,Toyota,Corolla   Altis Automatic 1.6,2017,1600cc,4295000,PKR 42.95lacs,149000,Petrol,Automatic,Gujranwala,https://cache1.pakwheels.com/ad_pictures/1416/toyota-corolla-altis-1-6-automatic-2017-141631816.jpg,"['https://cache1.pakwheels.com/ad_pictures/1416/toyota-corolla-altis-1-6-automatic-2017-141631816.jpg', 'https://cache3.pakwheels.com/ad_pictures/1416/toyota-corolla-altis-1-6-automatic-2017-141631817.jpg', 'https://cache2.pakwheels.com/ad_pictures/1416/toyota-corolla-altis-1-6-automatic-2017-141631814.jpg', 'https://cache4.pakwheels.com/ad_pictures/1416/toyota-corolla-altis-1-6-automatic-2017-141631815.jpg', 'https://cache3.pakwheels.com/ad_pictures/1419/toyota-corolla-altis-1-6-automatic-2017-141994610.jpg']",https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-gujranwala-11357079,Updated 2 minutes ago,2026-05-08T15:03:11.271289
11459819,Toyota Corolla  2020 GLi 1.3 VVTi,Toyota,Corolla   GLi 1.3 VVTi,2020,1300cc,4600000,PKR 46lacs,116000,Petrol,Manual,Okara,https://cache2.pakwheels.com/ad_pictures/1432/toyota-corolla-gli-vvti-2020-143204976.jpg,"['https://cache2.pakwheels.com/ad_pictures/1432/toyota-corolla-gli-vvti-2020-143204976.jpg', 'https://cache4.pakwheels.com/ad_pictures/1432/toyota-corolla-gli-vvti-2020-143204980.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/toyota-corolla-gli-vvti-2020-143204982.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/toyota-corolla-gli-vvti-2020-143204985.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/toyota-corolla-gli-vvti-2020-143204989.jpg']",https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-okara-11459819,Updated 3 minutes ago,2026-05-08T15:03:11.272480
11459817,KIA Sportage  2020 AWD,KIA,Sportage   AWD,2020,2000cc,6600000,PKR 66lacs,65000,Petrol,Automatic,Hyderabad,https://cache1.pakwheels.com/ad_pictures/1432/kia-sportage-awd-2020-143205432.jpg,"['https://cache1.pakwheels.com/ad_pictures/1432/kia-sportage-awd-2020-143205432.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/kia-sportage-awd-2020-143205435.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/kia-sportage-awd-2020-143205436.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/kia-sportage-awd-2020-143205428.jpg', 'https://cache4.pakwheels.com/ad_pictures/1432/kia-sportage-awd-2020-143205431.jpg']",https://www.pakwheels.com/used-cars/kia-sportage-2020-for-sale-in-hyderabad-11459817,Updated 3 minutes ago,2026-05-08T15:03:11.273774
11459816,Suzuki Bolan  2011 GL,Suzuki,Bolan   GL,2011,800cc,840000,PKR 8.4lacs,68000,Petrol,Manual,Kohat,https://cache3.pakwheels.com/ad_pictures/1432/suzuki-bolan-gl-cng-2011-143205095.jpg,"['https://cache3.pakwheels.com/ad_pictures/1432/suzuki-bolan-gl-cng-2011-143205095.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/suzuki-bolan-gl-cng-2011-143205090.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/suzuki-bolan-gl-cng-2011-143205091.jpg', 'https://cache1.pakwheels.com/ad_pictures/1432/suzuki-bolan-gl-cng-2011-143205178.jpg', 'https://cache4.pakwheels.com/ad_pictures/1432/suzuki-bolan-gl-cng-2011-143205166.jpg']",https://www.pakwheels.com/used-cars/suzuki-bolan-2011-for-sale-in-kohat-11459816,Updated 3 minutes ago,2026-05-08T15:03:11.275159
11459815,Toyota Corolla  1994,Toyota,Corolla,1994,1500cc,1590000,PKR 15.9lacs,229000,Petrol,Automatic,Peshawar,https://cache2.pakwheels.com/ad_pictures/1432/toyota-corolla-1994-143204750.jpg,"['https://cache2.pakwheels.com/ad_pictures/1432/toyota-corolla-1994-143204750.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/toyota-corolla-1994-143204755.jpg', 'https://cache1.pakwheels.com/ad_pictures/1432/toyota-corolla-1994-143204756.jpg', 'https://cache4.pakwheels.com/ad_pictures/1432/toyota-corolla-1994-143204758.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/toyota-corolla-1994-143204760.jpg']",https://www.pakwheels.com/used-cars/toyota-corolla-1994-for-sale-in-peshawar-11459815,Updated 3 minutes ago,2026-05-08T15:03:11.276362
11459813,Suzuki Swift  2010 DLX 1.3,Suzuki,Swift   DLX 1.3,2010,1300cc,1650000,PKR 16.5lacs,120000,Petrol,Manual,Karachi,https://cache1.pakwheels.com/ad_pictures/1432/suzuki-swift-1-3l-dlx-2010-143205069.jpg,"['https://cache1.pakwheels.com/ad_pictures/1432/suzuki-swift-1-3l-dlx-2010-143205069.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/suzuki-swift-1-3l-dlx-2010-143205071.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/suzuki-swift-1-3l-dlx-2010-143205077.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/suzuki-swift-1-3l-dlx-2010-143205079.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/suzuki-swift-1-3l-dlx-2010-143205081.jpg']",https://www.pakwheels.com/used-cars/suzuki-swift-2010-for-sale-in-karachi-11459813,Updated 4 minutes ago,2026-05-08T15:03:11.277522
11459810,Dongfeng VIGO  2012,Dongfeng,VIGO,2012,2500cc,6200000,PKR 62lacs,205000,Diesel,Automatic,Islamabad,https://cache2.pakwheels.com/ad_pictures/1432/dongfeng-vigo-2012-143205433.jpg,"['https://cache2.pakwheels.com/ad_pictures/1432/dongfeng-vigo-2012-143205433.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/dongfeng-vigo-2012-143205438.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/dongfeng-vigo-2012-143205442.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/dongfeng-vigo-2012-143205445.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/dongfeng-vigo-2012-143205447.jpg']",https://www.pakwheels.com/used-cars/dongfeng-vigo-2012-for-sale-in-islamabad-11459810,Updated 4 minutes ago,2026-05-08T15:03:11.278650
