listing_id,title,make,model,year,engine_cc,price_pkr,price_display,mileage_km,fuel_type,transmission,location,hero_image,image_db,listing_url,updated_at,scraped_at
11370791,Honda Civic  2019 Oriel 1.8 i-VTEC CVT,Honda,Civic   Oriel 1.8 i-VTEC CVT,2019,1800cc,5750000,PKR 57.5lacs,60000,Petrol,Automatic,Karachi,https://cache3.pakwheels.com/ad_pictures/1418/honda-civic-oriel-1-8-i-vtec-cvt-2019-141849436.jpg,"['https://cache3.pakwheels.com/ad_pictures/1418/honda-civic-oriel-1-8-i-vtec-cvt-2019-141849436.jpg', 'https://cache1.pakwheels.com/ad_pictures/1418/honda-civic-oriel-1-8-i-vtec-cvt-2019-141849437.jpg', 'https://cache3.pakwheels.com/ad_pictures/1418/honda-civic-oriel-1-8-i-vtec-cvt-2019-141849442.jpg', 'https://cache4.pakwheels.com/ad_pictures/1418/honda-civic-oriel-1-8-i-vtec-cvt-2019-141849440.jpg', 'https://cache4.pakwheels.com/ad_pictures/1418/honda-civic-oriel-1-8-i-vtec-cvt-2019-141849443.jpg']",https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-karachi-11370791,Updated 2 minutes ago,2026-05-08T15:07:13.408606
11459528,Toyota Corolla  2012 Altis Cruisetronic 1.6,Toyota,Corolla   Altis Cruisetronic 1.6,2012,1600cc,3350000,PKR 33.5lacs,115000,Petrol,Automatic,Lahore,https://cache1.pakwheels.com/ad_pictures/1432/toyota-corolla-1-6-cruisetronic-2012-143201350.jpg,"['https://cache1.pakwheels.com/ad_pictures/1432/toyota-corolla-1-6-cruisetronic-2012-143201350.jpg', 'https://cache4.pakwheels.com/ad_pictures/1432/toyota-corolla-1-6-cruisetronic-2012-143201356.jpg', 'https://cache4.pakwheels.com/ad_pictures/1432/toyota-corolla-1-6-cruisetronic-2012-143201365.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/toyota-corolla-1-6-cruisetronic-2012-143201351.jpg', 'https://cache1.pakwheels.com/ad_pictures/1432/toyota-corolla-1-6-cruisetronic-2012-143201362.jpg']",https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-lahore-11459528,Updated 2 minutes ago,2026-05-08T15:07:13.409622
11459847,Honda City 5th (GM2) Generation 2014 Aspire 1.5 i-VTEC,Honda,City 5th (GM2) Generation  Aspire 1.5 i-VTEC,2014,1500cc,2850000,PKR 28.5lacs,112800,Petrol,Manual,Toba Tek Singh,https://cache2.pakwheels.com/ad_pictures/1432/honda-city-aspire-2-2014-143206035.jpg,"['https://cache2.pakwheels.com/ad_pictures/1432/honda-city-aspire-2-2014-143206035.jpg', 'https://cache1.pakwheels.com/ad_pictures/1432/honda-city-aspire-2-2014-143206045.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/honda-city-aspire-2-2014-143206044.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/honda-city-aspire-2-2014-143206043.jpg', 'https://cache4.pakwheels.com/ad_pictures/1432/honda-city-aspire-2-2014-143206042.jpg']",https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-toba-tek-singh-11459847,Updated 1 minute ago,2026-05-08T15:07:13.410529
11459851,Toyota Corolla  2015 XLi VVTi,Toyota,Corolla   XLi VVTi,2015,1300cc,3390000,PKR 33.9lacs,121314,Petrol,Manual,Lahore,https://cache2.pakwheels.com/ad_pictures/1432/toyota-corolla-xli-vvti-2015-143205791.jpg,"['https://cache2.pakwheels.com/ad_pictures/1432/toyota-corolla-xli-vvti-2015-143205791.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/toyota-corolla-xli-vvti-2015-143205793.jpg', 'https://cache4.pakwheels.com/ad_pictures/1432/toyota-corolla-xli-vvti-2015-143205794.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/toyota-corolla-xli-vvti-2015-143205799.jpg', 'https://cache4.pakwheels.com/ad_pictures/1432/toyota-corolla-xli-vvti-2015-143205800.jpg']",https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-11459851,Updated 1 minute ago,2026-05-08T15:07:13.411408
11459849,Suzuki Wagon R  2022 VXR,Suzuki,Wagon R   VXR,2022,1000cc,2540000,PKR 25.4lacs,88000,Petrol,Manual,Lahore,https://cache1.pakwheels.com/ad_pictures/1432/suzuki-wagon-r-vxr-2022-143205370.jpg,"['https://cache1.pakwheels.com/ad_pictures/1432/suzuki-wagon-r-vxr-2022-143205370.jpg', 'https://cache1.pakwheels.com/ad_pictures/1432/suzuki-wagon-r-vxr-2022-143205381.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/suzuki-wagon-r-vxr-2022-143205385.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/suzuki-wagon-r-vxr-2022-143205386.jpg', 'https://cache4.pakwheels.com/ad_pictures/1432/suzuki-wagon-r-vxr-2022-143205387.jpg']",https://www.pakwheels.com/used-cars/suzuki-wagon-r-2022-for-sale-in-lahore-11459849,Updated 1 minute ago,2026-05-08T15:07:13.412302
11439103,Honda Civic 7th Generation (Facelift) 2005 EXi Prosmatec,Honda,Civic 7th Generation (Facelift)  EXi Prosmatec,2005,1500cc,1550000,PKR 15.5lacs,111163,Petrol,Automatic,Sialkot,https://cache4.pakwheels.com/ad_pictures/1428/honda-civic-exi-prosmatic-2005-142876734.jpg,"['https://cache4.pakwheels.com/ad_pictures/1428/honda-civic-exi-prosmatic-2005-142876734.jpg', 'https://cache4.pakwheels.com/ad_pictures/1428/honda-civic-exi-prosmatic-2005-142876739.jpg', 'https://cache1.pakwheels.com/ad_pictures/1428/honda-civic-exi-prosmatic-2005-142876742.jpg', 'https://cache2.pakwheels.com/ad_pictures/1428/honda-civic-exi-prosmatic-2005-142876746.jpg', 'https://cache2.pakwheels.com/ad_pictures/1428/honda-civic-exi-prosmatic-2005-142876750.jpg']",https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-sialkot-11439103,Updated 1 minute ago,2026-05-08T15:07:13.413138
11333700,Nissan Note  2021 Autech Crossover X FOUR,Nissan,Note   Autech Crossover X FOUR,2021,1200cc,7800000,PKR 78lacs,52000,Hybrid,Automatic,Karachi,https://cache2.pakwheels.com/ad_pictures/1412/nissan-note-autech-crossover-x-four-2021-141251807.jpg,"['https://cache2.pakwheels.com/ad_pictures/1412/nissan-note-autech-crossover-x-four-2021-141251807.jpg', 'https://cache4.pakwheels.com/ad_pictures/1412/nissan-note-autech-crossover-x-four-2021-141251804.jpg', 'https://cache3.pakwheels.com/ad_pictures/1412/nissan-note-autech-crossover-x-four-2021-141251811.jpg', 'https://cache1.pakwheels.com/ad_pictures/1412/nissan-note-autech-crossover-x-four-2021-141251810.jpg', 'https://cache1.pakwheels.com/ad_pictures/1412/nissan-note-autech-crossover-x-four-2021-141251812.jpg']",https://www.pakwheels.com/used-cars/nissan-note-2021-for-sale-in-karachi-11333700,Updated 1 minute ago,2026-05-08T15:07:13.414000
11459846,Suzuki Cultus  2012 VXRi,Suzuki,Cultus   VXRi,2012,1000cc,1375000,PKR 13.75lacs,125000,Petrol,Manual,Karachi,https://cache3.pakwheels.com/ad_pictures/1432/suzuki-cultus-vxri-2-2012-143205976.jpg,"['https://cache3.pakwheels.com/ad_pictures/1432/suzuki-cultus-vxri-2-2012-143205976.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/suzuki-cultus-vxri-2-2012-143205971.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/suzuki-cultus-vxri-2-2012-143205957.jpg', 'https://cache1.pakwheels.com/ad_pictures/1432/suzuki-cultus-vxri-2-2012-143205963.jpg', 'https://cache4.pakwheels.com/ad_pictures/1432/suzuki-cultus-vxri-2-2012-143205955.jpg']",https://www.pakwheels.com/used-cars/suzuki-cultus-2012-for-sale-in-karachi-11459846,Updated 1 minute ago,2026-05-08T15:07:13.414889
11459827,Honda City 5th (GM2) Generation 2010 1.3 i-VTEC Prosmatec,Honda,City 5th (GM2) Generation  1.3 i-VTEC Prosmatec,2010,1300cc,2725000,PKR 27.25lacs,181500,Petrol,Automatic,Lahore,https://cache2.pakwheels.com/ad_pictures/1432/honda-city-i-vtec-prosmatec-2010-143205751.jpg,"['https://cache2.pakwheels.com/ad_pictures/1432/honda-city-i-vtec-prosmatec-2010-143205751.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/honda-city-i-vtec-prosmatec-2010-143205762.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/honda-city-i-vtec-prosmatec-2010-143205761.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/honda-city-i-vtec-prosmatec-2010-143205759.jpg', 'https://cache1.pakwheels.com/ad_pictures/1432/honda-city-i-vtec-prosmatec-2010-143205757.jpg']",https://www.pakwheels.com/used-cars/honda-city-2010-for-sale-in-lahore-11459827,Updated 2 minutes ago,2026-05-08T15:07:13.415815
11459838,KIA Picanto  2022 1.0 MT,KIA,Picanto   1.0 MT,2022,1000cc,2780000,PKR 27.8lacs,60000,Petrol,Manual,Islamabad,https://cache1.pakwheels.com/ad_pictures/1432/kia-picanto-1-0-mt-2022-143205595.jpg,"['https://cache1.pakwheels.com/ad_pictures/1432/kia-picanto-1-0-mt-2022-143205595.jpg', 'https://cache4.pakwheels.com/ad_pictures/1432/kia-picanto-1-0-mt-2022-143205597.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/kia-picanto-1-0-mt-2022-143205583.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/kia-picanto-1-0-mt-2022-143205594.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/kia-picanto-1-0-mt-2022-143205580.jpg']",https://www.pakwheels.com/used-cars/kia-picanto-2022-for-sale-in-islamabad-11459838,Updated 2 minutes ago,2026-05-08T15:07:13.416664
11146564,Suzuki Wagon R  2018 VXL,Suzuki,Wagon R   VXL,2018,1000cc,2295000,PKR 22.95lacs,101000,Petrol,Manual,Lahore,https://cache1.pakwheels.com/ad_pictures/1382/suzuki-wagon-r-vxl-2018-138255093.jpg,"['https://cache1.pakwheels.com/ad_pictures/1382/suzuki-wagon-r-vxl-2018-138255093.jpg', 'https://cache2.pakwheels.com/ad_pictures/1382/suzuki-wagon-r-vxl-2018-138255080.jpg', 'https://cache3.pakwheels.com/ad_pictures/1382/suzuki-wagon-r-vxl-2018-138255065.jpg', 'https://cache2.pakwheels.com/ad_pictures/1382/suzuki-wagon-r-vxl-2018-138255066.jpg', 'https://cache1.pakwheels.com/ad_pictures/1382/suzuki-wagon-r-vxl-2018-138255067.jpg']",https://www.pakwheels.com/used-cars/suzuki-wagon-r-2018-for-sale-in-lahore-11146564,Updated 2 minutes ago,2026-05-08T15:07:13.417591
11459749,Toyota Corolla 9th (E120) Generation 2006 XLi,Toyota,Corolla 9th (E120) Generation  XLi,2006,1300cc,1780000,PKR 17.8lacs,345000,Petrol,Manual,Wah cantt,https://cache2.pakwheels.com/ad_pictures/1432/toyota-corolla-xli-2-2006-143204210.jpg,"['https://cache2.pakwheels.com/ad_pictures/1432/toyota-corolla-xli-2-2006-143204210.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/toyota-corolla-xli-2-2006-143204294.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/toyota-corolla-xli-2-2006-143204297.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/toyota-corolla-xli-2-2006-143204298.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/toyota-corolla-xli-2-2006-143204299.jpg']",https://www.pakwheels.com/used-cars/toyota-corolla-2006-for-sale-in-wah-cantt-11459749,Updated 2 minutes ago,2026-05-08T15:07:13.418539
11459832,Toyota Yaris Sedan  2020 ATIV X CVT 1.5,Toyota,Yaris Sedan   ATIV X CVT 1.5,2020,1500cc,4000000,PKR 40lacs,70000,Petrol,Automatic,Karachi,https://cache3.pakwheels.com/ad_pictures/1432/toyota-yaris-ativ-x-cvt-1-5-2020-143204741.jpg,"['https://cache3.pakwheels.com/ad_pictures/1432/toyota-yaris-ativ-x-cvt-1-5-2020-143204741.jpg', 'https://cache4.pakwheels.com/ad_pictures/1432/toyota-yaris-ativ-x-cvt-1-5-2020-143204742.jpg', 'https://cache4.pakwheels.com/ad_pictures/1432/toyota-yaris-ativ-x-cvt-1-5-2020-143204743.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/toyota-yaris-ativ-x-cvt-1-5-2020-143204744.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/toyota-yaris-ativ-x-cvt-1-5-2020-143204749.jpg']",https://www.pakwheels.com/used-cars/toyota-yaris-sedan-2020-for-sale-in-karachi-11459832,Updated 2 minutes ago,2026-05-08T15:07:13.419392
11459835,Toyota Land Cruiser 5th (J80) Generation 1993 VX Limited 4.5,Toyota,Land Cruiser 5th (J80) Generation  VX Limited 4.5,1993,4500cc,6250000,PKR 62.5lacs,330000,Petrol,Automatic,Lahore,https://cache2.pakwheels.com/ad_pictures/1432/toyota-land-cruiser-vx-limited-4-5-1993-143205575.jpg,"['https://cache2.pakwheels.com/ad_pictures/1432/toyota-land-cruiser-vx-limited-4-5-1993-143205575.jpg', 'https://cache1.pakwheels.com/ad_pictures/1432/toyota-land-cruiser-vx-limited-4-5-1993-143205587.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/toyota-land-cruiser-vx-limited-4-5-1993-143205569.jpg', 'https://cache2.pakwheels.com/ad_pictures/1432/toyota-land-cruiser-vx-limited-4-5-1993-143205581.jpg', 'https://cache1.pakwheels.com/ad_pictures/1432/toyota-land-cruiser-vx-limited-4-5-1993-143205585.jpg']",https://www.pakwheels.com/used-cars/toyota-land-cruiser-1993-for-sale-in-lahore-11459835,Updated 2 minutes ago,2026-05-08T15:07:13.420988
11459834,Nissan Cube  2012,Nissan,Cube,2012,660cc,1320000,PKR 13.2lacs,95055,Petrol,Automatic,Gujranwala,https://cache1.pakwheels.com/ad_pictures/1432/nissan-cube-2012-143204612.jpg,"['https://cache1.pakwheels.com/ad_pictures/1432/nissan-cube-2012-143204612.jpg', 'https://cache1.pakwheels.com/ad_pictures/1432/nissan-cube-2012-143204613.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/nissan-cube-2012-143204615.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/nissan-cube-2012-143204617.jpg', 'https://cache3.pakwheels.com/ad_pictures/1432/nissan-cube-2012-143204618.jpg']",https://www.pakwheels.com/used-cars/nissan-cube-2012-for-sale-in-gujranwala-11459834,Updated 2 minutes ago,2026-05-08T15:07:13.422055
